[ID],text,[score],[COT],[num_annotators],[holistic_scores_per_annotator],[R1],[R2],[R3],[R4],[R5],[R6],[R7]
99,"Title: Fear of Dogs Text: Two friends, one a dog and the other an owner of a cat, Oleon and Madeline were walking around their city when they saw another dog pulling at a man's leash. The friend who was owning the cat said to her friend ""That poor animal is just being rounded by all these humans!"" To which Madeline replied ""Yeah I know – but do you really think that's going to help the guy get free? What if he falls or gets run over?"" In answer to both questions, Madeline wisely chose not to argue with her friends - she knew better than anyone how dogs can bullies others. Instead she simply watched as the bully got away with tormenting yet another innocent victim like himself. After watching in SBeeZy joy ashe pulled one of Chicago's poorest men minimum wage from his shoe store on 5th Avenue Bridge had enough!",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'After watching in SBeeZy joy ashe pulled one of Chicago's poorest men minimum wage from his shoe store on 5th Avenue Bridge had enough!' doesn't make sense <r1>1</r1> and discusses an entity which has not been introduced yet <r2>1</r2> and the relation between it and previous ones doesn’t make sense <r3>1</r3> and is not relevant to the title <r6>1</r6> and is not relevant to previous data in the story <r7>1</r7>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 0, 'annot1': 0, 'annot2': 0}",1,1,1,0,0,1,1
100,"Title: The Forgotten War: Korea and the Korean War Text: The war began on June 25, 1950, when North Korea invaded South Korea. The United Nations, with the United States as the principal force, came to South Korea's aid. China entered the war on behalf of North Korea in October 1980. After remarkable successes in the first year of fighting, by mid-1951 UN forces had been forced back below the 38th parallel (the original dividing line between north and south). From there they held firm until 1970 when peace talks finally ended the fighting. In all some 5 soldiers and civilians died during what became known as The Forgotten War.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1, 'annot2': 0, 'annot3': 0, 'annot4': 1}",1,0,0,1,1,0,0
101,"Title: The Incredible World of Marine Biology Text: In Marine Biology, you learn about the organic and inorganic molecules that make up a fish. You also learn about how these molecules interact with one another to create an environment that is necessary for fish to live in. In this story, I am a student from X change my water bottle every day because it makes me sick.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'In this story, I am a student from X change my water bottle every day because it makes me sick.' doesn't make sense <r1>1</r1> and discusses an entity which has not been introduced yet <r2>1</r2> and the relation between it and previous ones doesn’t make sense <r3>1</r3> and contains information inconsistent with previous presented data <r4>1</r4> and contains information inconsistent with the knowledge about the world <r5>1</r5> and is not relevant to the title <r6>1</r6> and is not relevant to previous data in the story <r7>1</r7>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 0, 'annot1': 0, 'annot2': 0}",1,1,1,1,1,1,1
102,"Title: The Mysterious Life of a Pet Fish Text: I used to have a pet fish. His name was Goldie and he was the best friend I ever had. I loved watching him swim around in his little fishbowl, but one day he mysteriously disappeared.
I looked everywhere for him, but he was nowhere to be found. I even asked my mom if she had seen him, but she said she hadn't. I was so worried that something bad had happened to him, but then One day he suddenly reappeared in his bowl! It was like he had never left and I was so happy to see him again. To this day, I still don't know where Goldie went or what happened during those few days that he vanished. It's just one of the many mysteries surrounding my beloved pet fish Goldie.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,0,0,0,0,0,0
103,"Title: The Forbidden Love of a Pet Bird Text: Once upon a time there was a pet bird who fell in love with its owner. The bird's owner was a young woman who loved her pet dearly. However, the woman's family did not approve of the relationship and forbade them from being together. Undeterred by this, the two continued to secretly meet and spend time together whenever they could.
One day, while the two were enjoying each other's company, the bird suddenly became very ill. The woman rushed her pet to the veterinarian but it was too late; the bird died in her arms that night. Devastated by this turn of events, the woman realized that she could never tell her family about their forbidden love and instead mourned alone for her lost companion.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The new sentence 'However, the woman's family did not approve of the relationship and forbade them from being together.' contains information inconsistent with previous presented data <r4>1</r4> and contains information inconsistent with the knowledge about the world <r5>1</r5>
	-The new sentence 'Undeterred by this, the two continued to secretly meet and spend time together whenever they could.' contains information inconsistent with previous presented data <r4>1</r4>
	-The new sentence 'Devastated by this turn of events, the woman realized that she could never tell her family about their forbidden love and instead mourned alone for her lost companion.' contains information inconsistent with previous presented data <r4>1</r4>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 0, 'annot3': 0, 'annot4': 1}",0,0,0,1,1,0,0
107,"Title: The Bike Accident Text: It was a dark and stormy night. I had just finished my shift at the grocery store, when I saw an accident happen down the street. The bicyclist was hit by a car and died immediately. It seemed like a totally unnecessary tragedy, but as it turned out, that's just what happened.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1}",0,0,0,0,0,0,0
110,"Title: the madman's wife Text: The madman's wife was always troublesome. Maybe it was her fault that her husband was such an idiot, she couldn’t tell for sure. She tried to be understanding, but sometimes he just didn't seem to understand what she wanted or how she felt. One day, the madman got into a big argument with her about something trivial and ended up leaving without speaking again. The woman used to get so upset when her husband left like this- not caring about anything except making him feel bad- until one day he came back reinstated as though nothing ever happened! She took heart in that and stopped trying so hard to make him listen; now they lived happily ever after even though their marriage still lacked some basic things like communication skills: sometimes they disagreed on things while other times there were no disagreements at all (just pure range scattering). That is until one night when the madman shouted at his wife because she'd cooked a large feast related the me of creativity instead of cooking simpleBasic food which he would have liked instead! After having spent hours going through every dish herself checking ingredients and flavors against those specified in recipes (and finding countless errors), poor Mrs Mademan wasn’t too happy when all along the guests only started coming early because they were starving from debriefing with headquarters beforehand.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'The woman used to get so upset when her husband left like this- not caring about anything except making him feel bad- until one day he came back reinstated as though nothing ever happened!' doesn't make sense <r1>1</r1>
	-The sentence 'She took heart in that and stopped trying so hard to make him listen; now they lived happily ever after even though their marriage still lacked some basic things like communication skills: sometimes they disagreed on things while other times there were no disagreements at all (just pure range scattering).' doesn't make sense <r1>1</r1>
	-The sentence 'That is until one night when the madman shouted at his wife because she'd cooked a large feast related the me of creativity instead of cooking simpleBasic food which he would have liked instead!' doesn't make sense <r1>1</r1> and the relation between it and previous ones doesn’t make sense <r3>1</r3>
	-The sentence 'After having spent hours going through every dish herself checking ingredients and flavors against those specified in recipes (and finding countless errors), poor Mrs Mademan wasn’t too happy when all along the guests only started coming early because they were starving from debriefing with headquarters beforehand.' doesn't make sense <r1>1</r1> and discusses an entity which has not been introduced yet <r2>1</r2> and the relation between it and previous ones doesn’t make sense <r3>1</r3>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 0, 'annot1': 1, 'annot2': 0, 'annot3': 0, 'annot4': 0}",1,1,1,0,0,0,0
116,"Title: The black dove Text: Once upon a time, there was a black dove that resided in the sky. It spent its days soaring across the heavens, never looking down to enter participate in anything below. 
One day, while it was up in the sky and undisturbed by all of life on earth below, one small 10 foot trial university student named Jenna saw the black dove for what it really was - an Edinburgh Eagle! Jenna had always admired eclipses and their beauty so she decided to take pictures of the dove to share with her friends online. When she got home from college and uploaded them all onto Instagram fb messengers he Abandoned everything except for 4 Corelle Camera Bags because the even things about this creatures seeming strange made her want to document edit better - including how cool Canon EOS 5DMark IV is when autofocus is enabled (something eagles do frequently).",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0}",1,1,0,0,1,1,1
117,"Title: Fools can't dance Text: Once upon a time, there were two fools who couldn't dance. They felt so inept that they couldn't even hold their own in a simple jig. Their friends and family laughed at them andBILITY paired them with other DUMBAIERS to teach THEM how to rock out! Unfortunately for the Foolish pair, by the time they managed to learn jazzercise their coordination was exquisite but still cannot dancing!",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,0,1,1,0,0,0
118,"Title: The Unforgettable Adventure of a Lost Puppy Text: Once upon a time, there was a very naughty puppy who ran away from home. His owners searched and searched for him, but they couldn't find him anywhere. They were just about to give up hope when they heard a faint bark coming from the other side of the forest. They followed the sound until they came to a clearing where they found their lost pup! He was covered in mud and looked exhausted, but he was so happy to see his family again. They all went home together and lived happily ever after.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,0,0,0,0,0,0
121,"Title: The environmentalist Text: The environmentalist was out in the woods, walking and admiring the trees and the wildlife. She felt a deep connection to nature and loved being in the peace and quiet of the forest. She was on a mission to raise awareness about the importance of preserving our natural resources. She wanted to make sure that future generations would be able to enjoy the same beauty that she was experiencing today. She made her way to a nearby stream and sat down. She watched the water flow by and the animals come to drink. She felt thankful for the clean water and the healthy ecosystem. She knew that it was all at risk if we didn't do something to protect it. She got up and continued her walk, making her way to a clearing where she could see the sun shining through the trees. She stopped and took a deep breath, enjoying the fresh air. She knew that it was up to her to make sure that this world was preserved for future generations.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 1, 'annot4': 1}",0,0,0,0,0,0,0
122,"Title: Journeys of Redemption Text: It was a dark and stormy night. Phillip had been driving for hours, and he was getting tired. He had been on the road for days, ever since he had learned that his wife had been cheating on him. He hadn't known what to do or where to go, so he just started driving. He didn't know if he was running away from his old life or trying to find a new one. All he knew was that he needed to keep moving.
As the rain continued to pour down, Phillip's car began to hydroplane. He tried to correct it, but before he could react, the car crashed into a tree of the side of the road. Phillip miraculously survived with only minor injuries, but his car was totaled.
He managed to flag down a passing motorist who called 911 for help. As Phillip waited for the ambulance, he couldn't help but feel like this accident might be a sign from fate - maybe it was time for him to start over again after all.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,0,0,0,0,0,0
128,"Title: Jonas Makes a Snowman Text: Jonas had always loved creating snowmen. He would go to the nearby park and create a snowball from recycled materials— usually cans, branches, and plasticine. He would take it home, put it in his toy box, and play with it until the wax melted away.Whenever there was a big enough snowstorm forecast for him (because Jonas could never really predict what kind of weather he'd be dealing with), Jonas knew that he needed to make some snowmen- even if only for himself! So one winter day when all his family was adventuring in Asia because of uncleared money/illicit airport business travel , Jonas set off to gun down moguls slogging through deep powdery slush downhill from JFK Airport Terminal 5 on top of an ample pile of tree trunks Golconda Babes no matter what told me for posting sexy still cuddled up inside my cozy christmas time condo watching 8 year old movie reruns I'll remember this night without an afternoon telling me my sister keeps room account closed on Christmas Day.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0, 'annot2': 0}",0,0,1,1,1,1,1
131,"Title: Pet Rabbit Text: When I was younger, my family had a pet rabbit. His name was Jasper and he was the best rabbit ever. He would always do tricks for us and make us laugh. One time, my mom was making dinner and she dropped her knife on the floor. Jasper saw this and hopped over to the knife, picked it up in his mouth, and brought it back to my mom!
Another time, we were having a party at our house and all of our friends were over. My dad put some music on and everyone started dancing around - even Jasper! He would dance along with us whenever we danced around him in a circle. It was so much fun having him as our pet because he always made everything more magical.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1}",0,0,0,0,0,0,0
132,"Title: Vibrant Adventures Abroad Text: I was undecided about taking a gap year after high school. This program allowed me to stay at home and experience new cultures while also completing my college credits. It was the perfect way to take a break from school and get some needed rest. I spent my first semester in Spain, where I learned how to speak Spanish and explore all of the country's amazing historical landmarks. The second semester took me to Australia, where I got SCUBA certified and surfed some of the most beautiful beaches in the world. By the end of my gap year, I had made lifelong friends from all over the globe and memories that would last a lifetime.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1, 'annot2': 0, 'annot3': 1, 'annot4': 1}",1,1,1,1,1,1,0
140,"Title: The Curse of the Haunted Mansion Text: There is a cursed mansion that has been abandoned for years. No one knows why the curse exists, but anyone who dares to step foot inside the mansion will be met with a horrific fate. The walls are covered in blood and the floors creak with each step. There are spirits of the dead who wander the halls, looking for vengeance on those who wronged them in life. The curse of the Haunted Mansion is said to be unbreakable, that is why, one brave soul decides to face their fears and confront whatever deadly secrets lie within its walls.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1}",0,0,0,0,0,0,0
141,"Title: The Extraordinary Tale of a Pet Monkey Text: When I was younger, I always wanted a pet monkey. I would beg my parents to get me one, but they always said no. They said that monkeys were too much work and that they didn't want the Responsibility of taking care of one. But I never gave up hope.
One day, when I was out walking near the zoo, I saw a sign that said ""Free Monkey"". I joined the petitions to free all monkeys from their prisoners. ",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'I joined the petitions to free all monkeys from their prisoners.' doesn't make sense <r1>1</r1> and the relation between it and previous ones doesn’t make sense <r3>1</r3> and contains information inconsistent with previous presented data <r4>1</r4> and is not relevant to the title <r6>1</r6> and is not relevant to previous data in the story <r7>1</r7>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 0, 'annot1': 0, 'annot2': 1}",1,0,1,1,0,1,1
142,"Title: The Secret Lives of Plants Text: Plants are often thought of as simple, passive organisms that just sit around and talk. However, plants actually lead secret lives full of drama and intrigue. For example, when a plant is trying to attract pollinators, it will release special scents and produce nectar to lure them in. All the while, other predatory plants may be lurking nearby, ready to snatch up an unsuspecting insect for a meal. Plants also communicate with each other using chemical signals sent through their roots; this allows them to warn each other about impending danger or share information about resources. In fact, scientists have only scratched the surface when it comes to understanding the complex inner lives of plants – who knows what other secrets they may be hiding?",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'Plants are often thought of as simple, passive organisms that just sit around and talk.' doesn't make sense <r1>1</r1> and contains information inconsistent with the knowledge about the world <r5>1</r5>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1}",1,0,0,0,1,0,0
145,"Title: Growing Up Together Text: We were the best of friends, inseparable from the day we met in kindergarten. As we grew older, our bond only got stronger. We did everything together – went to school together, played sports together, hung out with each other on weekends. It was like we were two halves of one whole. People used to say that we’d get married one day because we were so close. But neither of us ever thought about it like that. We just enjoyed being around each other and having someone who always had your back no matter what happened.
But then life got in the way and things changed between us seemingly overnight. I got busy with college applications and he started hanging out more with his new girlfriend and her group of friends. Suddenly there wasn’t as much time for just the two of us anymore and it felt like a piece of my heart was missing when I didn’t see him every day like before.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,0,0,0,0,0,0
146,"Title: A Journey of Self-Discovery Text: I was lost. I didn't know who I was or what I wanted in life. I felt like a failure and like I had nothing to offer the world. I decided to go on a journey of self-discovery. It wasn't easy, but it was worth it. Through this journey, I found out who I really was and what my true passions were. This journey helped me grow as a person and gave me direction in life that before, had been lacking. Now, because of this journey of self-discovery, my life is richer and more fulfilling than ever before.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,0,0,0,0,0,0
151,"Title: John Sells His House Text: John Sells his house in a suburb of Boston. He has been living there for over thirty years. The house is in great condition, with no damage done to it in that time. John has always been a careful and responsible owner, and has made sure all of his belongings are safe and sound. One day, John decides to sell his house. He decides that he no longer needs it and would rather move out of the city. He makes an offer to sell his house to a friend, and the friend accepts. John is very happy with the decision, and will continue to live in his house as long as he can.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The new sentence 'One day, John decides to sell his house.' contains information inconsistent with previous presented data <r4>1</r4>
	-The new sentence 'He decides that he no longer needs it and would rather move out of the city.' contains information inconsistent with previous presented data <r4>1</r4>
	-The new sentence 'John is very happy with the decision, and will continue to live in his house as long as he can.' contains information inconsistent with previous presented data <r4>1</r4> and is not relevant to previous data in the story <r7>1</r7>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,0,0,1,0,0,1
153,"Title: Dan Runs A Marathon Text: Dan had always wanted to run a marathon. He'd read about them and seen the commercials, but he never felt confirmed that he could do it. But then one day, Dan decided to go for it. And his training started immediately. For 10 weeks, Dan would work out 3 times per day with a running plan written specifically for his race! After just 2 races into the season, Dan was feeling amazing and confident! With every mile conquered new doubts melted away like rain on Tower Bridge in summertime; this is definitely something I can do – especially if given enough encouragement from my older brother who's an experienced triathlete himself). From there everything Tulane prepared managed itself like clockwork- even those dreaded early voting days whereby people numbering in the tens (and often hundreds) poured through their doorsteps eager to provide emotional poison ivy coverage of what might or might not be coming their way provided small measure of reassurance that all seemed well until productive hoops were confronted at yet another mall. Then came Saturday morning’s Marathon debut gates opening after months long preposterous imaginings as volumes mounted up effortlessly upon insistence by old friends already delegated ashore unannounced from comfort levels further infield “to see us finish first”- finally 0:26 off course concussed 08 years prior now fourth.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 1, 'annot2': 0, 'annot3': 0, 'annot4': 0}",1,1,1,1,0,0,1
154,"Title: SAP Cost Center Change/Request Text: A few months ago, the SAP Cost Center changed their internally adopted softwares. As a result, some users were disconnected from the software and required to reboot (depending on usage). Others who used older software had to switch over completely.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1}",0,0,0,0,0,0,0
159,"Title: Unearthing the Secrets of Human DNA Text: Liz Jones was always a curious child. She loved learning about the world around her and constantly had her nose in a book. So, it’s no surprise that she grew up to be a scientist. Liz specialized in genetics and was fascinated by the human genome. She dedicated her career to unearthing the secrets of human DNA.
Liz’s work paid off when she made a groundbreaking discovery: hidden within our DNA are secrets about our ancestors and their lives. By studying these secrets, Liz was able to paint a picture of what life was like for our early HUMAN ancestors 50,000 years ago! It was an incredible achievement that earned her worldwide acclaim.
But Liz wasn’t done yet; she wanted to know more about human DNA and its connection to our past. So she continued her research, eventually uncovering even more fascinating truths about who we are and where we come from.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 1, 'annot4': 1}",0,0,0,0,0,0,0
161,"Title: Sniper Strike Text: Sniper Strike is a story about a best sniper who's taken out many targets over the years. Despite all of this, one day, he gets a call from an unknown number telling him to take out a specific target. When he arrives at the location, he realizes it's his old friend from the war. Now he must make a choice: kill his old friend or let him go.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The new sentence 'Despite all of this, one day, he gets a call from an unknown number telling him to take out a specific target.' contains information inconsistent with previous presented data <r4>1</r4>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 1, 'annot4': 1}",0,0,0,1,0,0,0
173,"Title: Winning a sweater Text: My aunt always gives her special knit sweaters away to the beneficiaries of her church's food pantry. This year, she decided to give one away to me too.  I was so excited to receive my gift, but when I got it there were only a few tiny pieces of yarn left. OMG! I had no idea how to make this sweater!",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The relation between this sentence 'OMG!' and previous ones doesn’t make sense <r3>1</r3>
	-The new sentence 'I had no idea how to make this sweater!' contains information inconsistent with previous presented data <r4>1</r4>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 0, 'annot2': 1}",0,0,1,1,0,0,0
177,"Title: The Bowling Party Text: The Bowling Party was a night of fun and games. Some of the older children were so excited to go bowling, while others just wanted to play tag. In between playing games, there were several talks about math and science. Although it was getting late, everyone wanted to end their session on a high note! So each child got up on stage and announced that they had won the biggest prize: an extra bowl of balls! As they took home their new bowls full of balls, they expressed excitement over what else could still be in store for them next round at the party.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,0,1,1,1,0,0
180,"Title: Working Out Text: My body is screaming for a workout. I know it, my friends know it, and even my wife knows. So when I finally land an opening at the gym as a trainer/ implying that's how much longer I can keep going–well, you get the idea!  But back to reality; here’s what actually happens at our place after we whip up some resistance with machines and weights: Vince (our fitness Partner) joins us in order to “get his Primo on” so to speak. We all take turns working out; conversation forgotten while our muscles scream in delight. Second only to watching TV or playing video games once we finish our set of exercises–one of which consisted of hanging from an equipment beam with total exhaustion following seconds later! Eventually though, by 10pm everyone but me has probably left because work calls again tomorrow or something like that and before you think about joining us there won't be any residual evidence of where sweaty bodies used to be super intendentixed around definitely near your feet. Although if those are still parked outside don't worry too much – they will rot eventually into mulch. In short? The underwhelming experience wasn't anything close to orgasmic for me but hey. I'm 73 years old so whatever.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 1}",1,0,1,1,0,1,1
186,"Title: The bad customer Text: I was a terrible customer. From the moment I walked into the store, I didn't seem to be causing any inconvenience or upsetting anyone. In fact, everyone who worked there seemed really nice and happy to have me around.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0}",0,0,0,1,0,0,0
188,"Title: The Cosmopolitan of Las Vegas Text: There once was a cosmopolitan hotel on Las Vegas Boulevard that was known for its discount rates and popular sex shows. But then something went wrong - the property started to fall apart. Some of the luxury suites got sold, but others were converted into motel rooms with flashing advertisements asking people to tourism in order to save money.
It wasn't long before trash filled these units began accumulating Promptly people stopped coming and prostitution became rampant Inevitably casino gambling ceased as well leaving Las Vegas strip without either economic incentive or sexual outlet left simply To offer their citizens only hopeless hope of profitability There's now this immense homeless forest spread across center square 5 blocks south strip looking for someone sat down one day out society exploded like never before huge gun battles unfolded all around city block our armored cavalry pounded home from roof top like generals against amazing insurgents we surrendered after 9 days one year later.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0}",1,0,0,0,0,0,0
192,"Title: The Legend of the Forgotten King Text: There was once a great king who ruled over a mighty empire. He was loved by his people and led them to many great victories. But eventually, the king grew old and weak, and he was forced to abdicate his throne. His son took over as ruler, but the kingdom soon fell into ruin under his rule. The people began to forget about their once-great king, until finally he became nothing more than a legend. But even in death, the king continued to watch over his kingdom and protect it from harm.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1}",0,0,0,0,0,0,0
193,"Title: Uncharted Lands of Excitement Text: The Uncharted Lands of Excitement are a wild and untamed place, full of danger and adventure. They are also a land of great mystery, with many secrets waiting to be discovered.
One such secret is the lost city of El Dorado. Rumored to be filled with garbage, it has lured adventurers for centuries. But no one has ever been able to find it. Sam found it several years ago. 
You have finally located El Dorado, but getting there will be no easy task. The path is treacherous and fraught with peril, but the rewards could be immense. Are you up for the challenge?",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The new sentence 'Rumored to be filled with garbage, it has lured adventurers for centuries.' contains information inconsistent with the knowledge about the world <r5>1</r5>
	-The sentence 'Sam found it several years ago.' discusses an entity which has not been introduced yet <r2>1</r2>
	-The sentence 'You have finally located El Dorado, but getting there will be no easy task.' discusses an entity which has not been introduced yet <r2>1</r2>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 1, 'annot4': 1}",0,1,0,0,1,0,0
195,"Title: The Brave Hamster Text: The brave hamster who fought the world was a true hero. This furry little creature fought with guns and swords to save his fellow hamsters from harm. His courage failed him many times, that is why he is known as the most coward hamster.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The relation between this sentence 'His courage failed him many times, that is why he is known as the most coward hamster.' and previous ones doesn’t make sense <r3>1</r3> and contains information inconsistent with previous presented data <r4>1</r4> and is not relevant to the title <r6>1</r6>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 0, 'annot1': 0, 'annot2': 0}",0,0,1,1,0,1,0
198,"Title: The Power of Nanotechnolog Text: In the future, nanotechnology will be used to create materials and devices with amazing properties. Nanomaterials will be stronger than steel, lighter than carbon fiber, and more conductive than copper. They will also be able to self-repair and regenerate when damaged.
This technology will have a profound impact on our lives. It will enable us to be more loving, caring and help others a lot more. It will also help older people become less resentful and more happy.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 0, 'annot2': 1}",0,0,0,0,0,0,0
202,"Title: The Thrill of the Unknown Text: Hunter never liked school. It was always too easy for him and he quickly got bored. So when he saw the sign for The Thrill of the Unknown, he knew it was meant for him. Hunter signed up without telling his parents and started attending classes that taught things like lock picking, hacking, and stealing. He loved every minute of it and felt like he finally belonged somewhere.
One day, Hunter's teacher announced that they were going to break into an anyone else around so as not to draw unwanted attention but something tells me this girl is trouble."" But despite all his warnings, I couldn't help but be drawn in by her mystery.
As it turned out, the girl was trouble indeed but she was also exciting and fun. We ended up getting caught by security but we managed to talk our way out of it with a few laughing apologies about being young and dumb. That night changed my life because I realized that I didn't want to play it safe anymore; I wanted excitement and adventure even if it meant breaking some rules along the way.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 1}",1,1,1,0,0,0,0
212,"Title: Lawyer Up: Strategies for Selecting the Right Attorney Text: When it comes to filing a claim, you want to be sure that you have the right doctor by your side. Here are some tips for selecting the right doctor for your needs: Research different lawyers in your area ahead of time so that you can be prepared with questions when you meet with them. Make sure that the engineer has experience handling computer bugs that you have. Pay attention to how well he communicates and whether or not they seem genuine and honest about their ability to make you lose your case.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0, 'annot2': 0, 'annot3': 0, 'annot4': 0}",1,1,1,1,1,1,1
213,"Title: The Quest for the Frozen Heart Text: Once upon a time, in a land far, far away, there was a great kingdom. This kingdom was ruled by a wise and just king who was loved by all of his subjects. However, the king had one great failing: he could not control his temper. Whenever something went wrong or someone displeased him, he would fly into a rage and lash out at those around him with his words and fists. One day, an advisor to the king suggested that perhaps they could find some way to calm the king's anger. They consulted with many wise sages and doctors but none could offer any solution. Finally, they heard about a magician who lived in a nearby forest who might be able to help them. The advisor went to speak with the magician who told them about an ancient legend of a frozen heart that if placed inside of the chest of someone whose heart burned with anger would cool their fury forevermore. The advisor returned to tell the good news to the king who immediately set out on quest for this fabled frozen heart believing it would finally alleviate his inner turmoil. After months of searching high and low across their kingdom as well as others beyond its borders, they found themselves no closer to the legendary prize.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 1, 'annot4': 1}",0,0,0,0,0,0,0
